Event Name,Date,Player1,Player1 UTR,Player2,Player2 UTR,Score
Sutton Tennis Academy Men's Open Indoor SuperSeries Tournament#5,2017-01-14,Giacomo Revelli,12.0,Scott LAWRENCE,8.0,"6-4, 6-1"
Sutton Tennis Academy Men's Open Indoor SuperSeries Tournament#5,2017-01-14,Jonathan WANONO,8.0,Giacomo Revelli,12.0,"6-1, 6-1"
3rd Annual Ramada Winter Junior Open Championships (Level 5),2017-01-08,Andrei Crabel,11.56,Orion Blackmore,7.0,"6-3, 6-4"
3rd Annual Ramada Winter Junior Open Championships (Level 5),2017-01-08,Nicolas Calixto,11.0,Andrei Crabel,11.56,"6-2, 6-0"
26th So Cal Christmas Junior Open (Level 5) & Satellite (Level 6),2017-01-02,Cassius Chinlund,12.35,Hari Raghavan,9.0,"6-3, 7-5"
26th So Cal Christmas Junior Open (Level 5) & Satellite (Level 6),2017-01-02,Steve Nguyen,10.0,Cassius Chinlund,12.35,"6-1, 6-0"
26th So Cal Christmas Junior Open (Level 5) & Satellite (Level 6),2017-01-02,Cassius Chinlund,12.35,Joshua Kim,11.0,"6-4, 6-4"
26th So Cal Christmas Junior Open (Level 5) & Satellite (Level 6),2017-01-02,Cassius Chinlund,12.35,Kamran Hanif,0.0,"4-6, 7-5, 1-0(2)"
Palm Valley New Year Junior Open Championships (Level 4),2017-01-01,Andrei Crabel,11.56,Brody Nejedly Krall,11.0,8-1
Palm Valley New Year Junior Open Championships (Level 4),2017-01-01,Charlie Scholer,0.0,Andrei Crabel,11.56,"6-3, 6-4"
USTA National Winter Championships (L1) BG12&14,2017-01-01,Emon Van Loben Sels,13.59,Owen Demuth,11.0,"6-0, 6-1"
USTA National Winter Championships (L1) BG12&14,2017-01-01,Emon Van Loben Sels,13.59,Carson Cerejo,0.0,"7-6(7), 6-4"
USTA National Winter Championships (L1) BG12&14,2017-01-01,Kabeer Kapasi,12.29,Emon Van Loben Sels,13.59,"7-5, 6-0"
USTA National Winter Championships (L1) BG12&14,2017-01-01,Noah HERNANDEZ,12.0,Emon Van Loben Sels,13.59,"6-1, 6-0"
Palm Valley New Year Junior Open Championships (Level 4),2017-01-01,Krish Gupta,12.0,Andrei Crabel,11.56,8-5
Happy New Year!  Lafayette Tennis Club Junior Open Grand Prix,2016-12-31,Liam Dowd,0.0,Aadarsh Tripathi,12.94,"6-4, 1-6, 1-0"
Happy New Year!  Lafayette Tennis Club Junior Open Grand Prix,2016-12-31,Aadarsh Tripathi,12.94,Vishal Moola,0.0,"6-0, 6-0"
Indian Wells Tennis Garden Holiday Junior Open Tournament (Level 5),2016-12-29,Siddarth Chava,0.0,Andrei Crabel,11.56,"6-1, 6-4"
Indian Wells Tennis Garden Holiday Junior Open Tournament (Level 5),2016-12-29,Andrei Crabel,11.56,Spencer Moravec,0.0,"6-4, 6-0"
Monterey Country Club December Junior Open Tournament (Level 4),2016-12-23,Rudy Quan,13.67,Caden Wong,8.0,8-0
Monterey Country Club December Junior Open Tournament (Level 4),2016-12-23,Rudy Quan,13.67,Travis Pimentel,6.0,8-0
Monterey Country Club December Junior Open Tournament (Level 4),2016-12-23,Rudy Quan,13.67,Ignatio Tran,0.0,8-0
Monterey Country Club December Junior Open Tournament (Level 4),2016-12-23,Brodie Young-Smith,9.0,Andrei Crabel,11.56,8-1
David Lloyd Raynes Park Xmas Open,2016-12-22,Tommy CARTLEDGE,0.0,Giacomo Revelli,12.0,"6-1, 6-0"
David Lloyd Raynes Park Xmas Open,2016-12-22,Giacomo Revelli,12.0,James Eager,0.0,"7-5, 6-2"
55th Junior Orange Bowl International,2016-12-19,Gianluca Ballotta,12.0,Ka Chun LI,0.0,"6-3, 6-3"
55th Junior Orange Bowl International,2016-12-19,Michael Nicholls,9.0,Spencer Johnson,13.47,"6-0, 6-3"
55th Junior Orange Bowl International,2016-12-19,Jaden Weekes,13.12,Gianluca Ballotta,12.0,"6-3, 6-2"
55th Junior Orange Bowl International,2016-12-19,Gianluca Ballotta,12.0,Alexander Adamec,10.0,"6-4, 6-3"
55th Junior Orange Bowl International,2016-12-19,Gianluca Ballotta,12.0,Stefan Simeunovic Niagara,0.0,"7-5, 6-3"
55th Junior Orange Bowl International,2016-12-19,Gianluca Ballotta,12.0,Lun Obrul,11.95,"6-3, 6-2"
55th Junior Orange Bowl International,2016-12-19,Dinko Dinev,12.75,Gianluca Ballotta,12.0,7-6(4)
55th Junior Orange Bowl International,2016-12-19,Gianluca Ballotta,12.0,Gonzalo BUENO,14.12,"6-1, 6-0"
42nd Annual Claremont Club Junior Tournament (Level 5),2016-12-18,Cassius Chinlund,12.35,Ignatio Tran,0.0,"6-2, 6-3"
42nd Annual Claremont Club Junior Tournament (Level 5),2016-12-18,Parashar Bharadwaj,12.0,Cassius Chinlund,12.35,"6-3, 6-3"
42nd Annual Claremont Club Junior Tournament (Level 5),2016-12-18,Andrei Crabel,11.56,Anirudh Gupta,11.0,"2-6, 6-3, 1-0(3)"
42nd Annual Claremont Club Junior Tournament (Level 5),2016-12-18,Justin Chung,12.0,Andrei Crabel,11.56,"6-4, 6-4"
,2016-12-17,Aadarsh Tripathi,12.94,Zachary Ostrow ,0.0,6-3
Ramada Winter Junior Open Championships (Level 5),2016-12-17,Andrei Crabel,11.56,Isaiah Nepomuceno,0.0,"7-5, 6-2"
Ramada Winter Junior Open Championships (Level 5),2016-12-17,Eric Poindexter,9.0,Andrei Crabel,11.56,"6-0, 6-2"
,2016-12-17,Aadarsh Tripathi,12.94,William Roddy,0.0,6-3
,2016-12-17,Jesse Ding,0.0,Aadarsh Tripathi,12.94,6-4
,2016-12-16,Giacomo Revelli,12.0,James CADDIES,11.0,"4-3(2), 4-3(2)"
,2016-12-16,Giacomo Revelli,12.0,James Benbrook,0.0,"4-1, 4-2"
,2016-12-16,Giacomo Revelli,12.0,Joshua Pistorius,9.0,"4-2, 4-3(2)"
Palm Valley Alek Feller Memorial Junior Open Championships (Level 4),2016-12-10,Nathan Tam,10.0,Andrei Crabel,11.56,"6-1, 6-0"
Palm Valley Alek Feller Memorial Junior Open Championships (Level 4),2016-12-10,Andrei Crabel,11.56,Diego Arias,0.0,"6-1, 6-2"
Palm Valley Alek Feller Memorial Junior Open Championships (Level 4),2016-12-10,Andrei Crabel,11.56,Aleksandar Rubakovich,0.0,"6-0, 6-2"
,2016-12-10,Ryan Torres,12.0,Aadarsh Tripathi,12.94,"6-2, 6-4"
,2016-12-10,Aadarsh Tripathi,12.94,Darian Quinonez,9.0,"6-3, 6-1"
Eddie Herr International Championships at IMG Academy,2016-12-03,Lachlan Robertson,12.0,Kaylan Bigun,13.17,"6-4, 3-6, 6-1"
USTA National Selection Tournament- November,2016-11-27,Aaron Eliscu,11.0,Spencer Johnson,13.47,"6-2, 6-4"
USTA National Selection Tournament - November,2016-11-27,Emon Van Loben Sels,13.59,Connor Swenson,0.0,"2-6, 6-3, 1-0(7)"
USTA National Selection Tournament- November,2016-11-27,Derek Sung,10.0,Spencer Johnson,13.47,"6-4, 6-2"
USTA National Selection Tournament - November,2016-11-27,Emon Van Loben Sels,13.59,Ethan Nguyen,8.0,"2-6, 6-4, 1-0(8)"
USTA National Selection Tournament - November,2016-11-27,Andrew Salu,0.0,Emon Van Loben Sels,13.59,"7-5, 6-3"
USTA National Selection Tournament - November,2016-11-27,Emon Van Loben Sels,13.59,Thomas Lynch,8.0,"6-3, 7-5"
USTA National Selection Tournament - November,2016-11-27,Emon Van Loben Sels,13.59,Dominique Rolland,12.0,"6-4, 6-1"
,2016-11-26,Dedric Ray,10.0,Rudy Quan,13.67,6-4
,2016-11-26,Rudy Quan,13.67,Micah Elias,9.0,"6-0, 6-1"
Indian Wells Tennis Garden Thanksgiving Junior Satellite Tournament (Level 6),2016-11-26,Adam Farag-Cao,11.0,Andrei Crabel,11.56,"6-1, 4-6, 1-0(3)"
,2016-11-26,William Macgreevy,7.0,Giacomo Revelli,12.0,"4-3, 1-4, 1-0(4)"
,2016-11-26,Giacomo Revelli,12.0,Stanislas Ntchouissi,9.0,"3-4(7), 4-1, 1-0(9)"
,2016-11-26,Giacomo Revelli,12.0,Darshan Shah,0.0,"4-3(0), 4-0"
Indian Wells Tennis Garden Thanksgiving Junior Satellite Tournament (Level 6),2016-11-26,Andrei Crabel,11.56,Ryan Albers,0.0,"6-0, 6-0"
Indian Wells Tennis Garden Thanksgiving Junior Satellite Tournament (Level 6),2016-11-26,Andrei Crabel,11.56,Michael Masarani,7.0,"6-2, 6-1"
2nd Annual Ramada Thanksgiving Junior Open Tournament (Level 5),2016-11-20,Andrei Crabel,11.56,Anirudh Gupta,11.0,"4-6, 6-4, 1-0(3)"
2nd Annual Ramada Thanksgiving Junior Open Tournament (Level 5),2016-11-20,Walker Valentine,11.0,Andrei Crabel,11.56,"6-1, 6-0"
,2016-11-19,Rudy Quan,13.67,Logan Sam ,0.0,"7-5, 6-4"
,2016-11-19,Rudy Quan,13.67,Pavan Murugesh,0.0,"6-3, 6-2"
,2016-11-18,William Macgreevy,7.0,Giacomo Revelli,12.0,"4-1, 4-2"
,2016-11-18,Giacomo Revelli,12.0,Oliver Dowling,8.0,"4-2, 4-1"
,2016-11-18,Stephen Harlow,9.0,Giacomo Revelli,12.0,"4-3(4), 4-1"
Nike Junior International Liverpool,2016-11-15,Peter Alam,12.42,Alexander Hoogmartens,13.0,"6-7(7), 6-3, 6-4"
USTA Intermountain Level 3 Closed Fall Championships,2016-11-14,Spencer Johnson,13.47,Ryan Olson,0.0,"6-2, 6-1"
USTA Intermountain Level 3 Closed Fall Championships,2016-11-14,Spencer Johnson,13.47,Maximilian Foels ,0.0,"6-4, 6-1"
USTA Intermountain Level 3 Closed Fall Championships,2016-11-14,Spencer Johnson,13.47,Matthew Sypert,0.0,"7-6, 6-1"
USTA Intermountain Level 3 Closed Fall Championships,2016-11-14,Spencer Johnson,13.47,Morgan H Schilling,10.0,"7-5, 7-5"
Nike Junior International Liverpool,2016-11-14,Alexander Hoogmartens,13.0,Finn Doyle,0.0,"6-3, 6-1"
USTA Intermountain Level 3 Closed Fall Championships,2016-11-14,TJ Wells,11.0,Spencer Johnson,13.47,"3-6, 7-6, 6-4"
USTA Intermountain Level 3 Closed Fall Championships,2016-11-14,Isaac Smith,0.0,Spencer Johnson,13.47,"6-3, 6-1"
Nike Junior International Liverpool,2016-11-13,Alexander Hoogmartens,13.0,Benjamin Slade,11.0,"4-6, 6-3, 6-1"
Warner Tennis Center Fall Junior Open (Level 5),2016-11-12,Kaylan Bigun,13.17,Garrett Althausen,0.0,"6-1, 6-0"
,2016-11-12,Rudy Quan,13.67,Lance Le,0.0,"6-2, 6-0"
Warner Tennis Center Fall Junior Open (Level 5),2016-11-12,Kaylan Bigun,13.17,Jonathan Kams,0.0,"6-1, 6-3"
Warner Tennis Center Fall Junior Open (Level 5),2016-11-12,Kaylan Bigun,13.17,Austin Stone,10.0,"6-4, 6-2"
Warner Tennis Center Fall Junior Open (Level 5),2016-11-12,Kaylan Bigun,13.17,Sho Tanaka,0.0,"6-4, 6-3"
,2016-11-12,Rudy Quan,13.67,Mick Tamas,10.0,"6-0, 6-0"
,2016-11-12,Rudy Quan,13.67,Sachait Arun,0.0,"6-0, 6-0"
Warner Tennis Center Fall Junior Open (Level 5),2016-11-12,Kaylan Bigun,13.17,ANDY HESS,10.0,"6-4, 6-2"
Moore Tennis Academy Junior Open (Level 5),2016-11-12,Andrei Crabel,11.56,Peter Morales,0.0,"6-0, 6-2"
Moore Tennis Academy Junior Open (Level 5),2016-11-12,Andrew Hayduke II,12.0,Andrei Crabel,11.56,"6-1, 6-3"
Warner Tennis Center Fall Junior Open (Level 5),2016-11-12,Kane Kelley,10.0,Andrei Crabel,11.56,"6-3, 6-1"
27th Annual Calabasas Junior Open Tournament (4),2016-11-05,Hughes Peus,11.0,Cassius Chinlund,12.35,"7-5, 6-2"
27th Annual Calabasas Junior Open Tournament (4),2016-11-05,Cassius Chinlund,12.35,Valmont Robyn,8.0,"6-2, 6-2"
Heiveld Junior Indoor Open 2016,2016-11-04,Loris Pourroy,12.44,Alexander Hoogmartens,13.0,"6-2, 6-4"
Darling Tennis Center Pumpkin District Cup (Level 5),2016-10-29,Garen Spicka,0.0,Spencer Johnson,13.47,"6-2, 4-6, 1-0(6)"
Darling Tennis Center Pumpkin District Cup (Level 5),2016-10-29,Spencer Johnson,13.47,ALEX FRAZIER,0.0,"6-0, 6-2"
Moore Tennis Academy Halloween Junior Open (Level 5),2016-10-29,Andrei Crabel,11.56,Aleksandar Rubakovich,0.0,"6-0, 6-0"
Moore Tennis Academy Halloween Junior Open (Level 5),2016-10-29,Adam Farag-Cao,11.0,Andrei Crabel,11.56,"6-2, 6-3"
,2016-10-28,Derrick Chen,13.0,Giacomo Revelli,12.0,"4-0, 4-2"
,2016-10-28,Giacomo Revelli,12.0,Andrew Guy,0.0,"4-3, 4-0"
,2016-10-28,Giacomo Revelli,12.0,Tom Pitchley,9.0,"7-6(4), 2-6, 1-0(7)"
,2016-10-28,Kane Elkin ,0.0,Giacomo Revelli,12.0,"6-4, 5-7, 1-0(11)"
,2016-10-28,Giacomo Revelli,12.0,Louis Gibbard,0.0,"4-1, 4-1"
California Tennis Association Fall Junior Open (Level 5) and Satellite (Level 6),2016-10-23,Rahul Machavarapu,9.0,Andrei Crabel,11.56,"6-1, 6-0"
,2016-10-22,William Macgreevy,7.0,Giacomo Revelli,12.0,"6-3, 6-1"
,2016-10-22,Giacomo Revelli,12.0,Jordan Edwards,7.0,"4-0, 4-0"
,2016-10-22,Raghav Jangbahadur,11.0,Emon Van Loben Sels,13.59,"6-1, 6-3"
,2016-10-22,Emon Van Loben Sels,13.59,Krish Arora,12.0,"6-1, 6-1"
,2016-10-22,Emon Van Loben Sels,13.59,Saahith Jayaraman,12.0,"6-1, 6-3"
,2016-10-22,Giacomo Revelli,12.0,Thomas Turner,8.0,"1-4, 4-1, 1-0(4)"
,2016-10-22,Giacomo Revelli,12.0,Andrew Laurel,9.0,"4-2, 4-0"
,2016-10-22,Emon Van Loben Sels,13.59,Aryaman Gautam,0.0,"7-6(5), 6-1"
,2016-10-22,Emon Van Loben Sels,13.59,Julien Simonian,9.0,"5-7, 6-1, 1-0"
,2016-10-22,Giacomo Revelli,12.0,Charlie Burrows,8.0,"6-2, 6-2"
,2016-10-21,Giacomo Revelli,12.0,Thomas Turner,8.0,"4-2, 4-2"
,2016-10-21,Louis Gibbard,0.0,Giacomo Revelli,12.0,"4-2, 4-0"
,2016-10-16,Spencer Johnson,13.47,Shilp Shah,0.0,"6-2, 6-1"
,2016-10-16,Spencer Johnson,13.47,Leif Thulin,8.0,"6-7, 6-4, 6-2"
,2016-10-16,TJ Wells,11.0,Spencer Johnson,13.47,"6-2, 7-6"
,2016-10-15,Andrei Crabel,11.56,Diego Arias,0.0,8-6
,2016-10-15,Carlo Reyes,0.0,Andrei Crabel,11.56,"6-1, 6-4"
,2016-10-15,Andrei Crabel,11.56,Andre Karayan,0.0,"6-0, 6-1"
,2016-10-15,Andrew Hayduke II,12.0,Andrei Crabel,11.56,"6-1, 6-1"
,2016-10-09,Learner Tien,15.4,Kaylan Bigun,13.17,"6-4, 6-7, 1-0(3)"
,2016-10-09,Hudson Rivera,12.0,Emon Van Loben Sels,13.59,"6-3, 6-3"
,2016-10-09,Adam Ridaoui,10.0,Cassius Chinlund,12.35,"6-2, 6-2"
,2016-10-09,Cassius Chinlund,12.35,William Hsieh,12.34,"6-0, 6-1"
,2016-10-09,Ethan Nguyen,0.0,Spencer Johnson,13.47,"6-1, 6-3"
,2016-10-09,Andrew Stratton,0.0,Spencer Johnson,13.47,"6-1, 6-3"
,2016-10-09,Kaylan Bigun,13.17,Ethan Schiffman,12.0,"5-7, 4-3"
,2016-10-09,Emon Van Loben Sels,13.59,ADAM SUN,10.0,"6-3, 6-3"
,2016-10-09,Kaylan Bigun,13.17,Lucas Coriaty,11.0,"6-0, 6-0"
,2016-10-09,Kaylan Bigun,13.17,Liam Carpenter,10.0,"6-4, 6-3"
,2016-10-09,Emon Van Loben Sels,13.59,Garen Spicka,0.0,"6-4, 6-0"
,2016-10-09,Rohan Murali,12.87,Emon Van Loben Sels,13.59,"6-2, 6-1"
,2016-10-09,Hudson Rivera,12.0,Kaylan Bigun,13.17,"6-2, 6-0"
,2016-10-08,Andy Zau,9.0,Andrei Crabel,11.56,"6-4, 6-3"
,2016-10-08,David Watson,0.0,Giacomo Revelli,12.0,"4-1, 3-4(7), 1-0(6)"
,2016-10-08,Giacomo Revelli,12.0,Andrew Guy,0.0,"4-2, 3-4(7), 1-0(7)"
,2016-10-08,Andrei Crabel,11.56,Ronak Santhosh,8.0,"7-6, 6-2"
,2016-10-08,Giacomo Revelli,12.0,Samuel Clark,0.0,"4-1, 4-0"
,2016-10-01,Oliver OKONKWO,12.56,Giacomo Revelli,12.0,"6-2, 6-2"
,2016-10-01,Emon Van Loben Sels,13.59,Albert Shi,9.0,"6-1, 6-3"
,2016-10-01,Andrew Mendelson,10.0,Andrei Crabel,11.56,"6-1, 6-1"
,2016-10-01,Emon Van Loben Sels,13.59,Nishan Rajavasireddy,0.0,"6-1, 6-1"
,2016-10-01,Giacomo Revelli,12.0,Reece Farrow,9.0,"6-1, 6-0"
,2016-10-01,Emon Van Loben Sels,13.59,Anonymous Player,0.0,"6-3, 6-4"
,2016-10-01,Emon Van Loben Sels,13.59,Alexander Bravo,11.43,"6-2, 6-0"
,2016-10-01,Tanner Chen,0.0,Cassius Chinlund,12.35,"6-2, 6-3"
,2016-10-01,Nicholas Chen,11.0,Emon Van Loben Sels,13.59,"6-3, 6-0"
,2016-10-01,Cassius Chinlund,12.35,Henry Chiocchi,0.0,"6-2, 6-0"
,2016-09-24,Spencer Johnson,13.47,Easton Watts,0.0,"6-0, 6-2"
,2016-09-24,Michael Andre,12.0,Spencer Johnson,13.47,"6-0, 6-2"
,2016-09-24,Spencer Johnson,13.47,Gavin Kofford,0.0,"6-1, 6-2"
,2016-09-18,Jayce Spurgiasz,0.0,Andrei Crabel,11.56,"6-1, 6-0"
,2016-09-17,Liam Carpenter,10.0,Emon Van Loben Sels,13.59,"6-0, 6-2"
,2016-09-17,David Rider,0.0,Rudy Quan,13.67,"7-6(4), 6-1"
,2016-09-17,Jason LEW,0.0,Emon Van Loben Sels,13.59,"6-0, 5-7, 6-1"
,2016-09-17,Rudy Quan,13.67,Sam Hall,10.0,"7-5, 7-6(5)"
,2016-09-11,Luke Feng,10.0,Cassius Chinlund,12.35,"6-4, 6-4"
,2016-09-09,Spencer Johnson,13.47,Drew Pearson,8.0,"4-6, 4-5"
,2016-09-09,Spencer Johnson,13.47,Jensen Rideout,0.0,"6-1, 6-2"
,2016-09-09,Benji Rideout,7.0,Spencer Johnson,13.47,"7-5, 6-3"
,2016-09-09,Derek Vincent,0.0,Spencer Johnson,13.47,"6-1, 6-4"
,2016-09-05,Spencer Johnson,13.47,Rua Elmore,0.0,"6-3, 1-6, 6-1"
,2016-09-05,Spencer Johnson,13.47,Micaah Douglas,0.0,"6-1, 6-2"
,2016-09-05,TJ Wells,11.0,Spencer Johnson,13.47,"6-2, 7-6"
,2016-09-05,Isaac Smith,0.0,Spencer Johnson,13.47,"7-6, 6-3"
,2016-09-04,Caleb Settles,11.0,Andrei Crabel,11.56,"7-5, 6-1"
,2016-09-03,Emon Van Loben Sels,13.59,Mason Nguyen,10.0,"6-4, 6-4"
,2016-09-03,Emon Van Loben Sels,13.59,Patrick Toman,9.74,"6-4, 6-4"
,2016-09-03,John KIM,12.0,Emon Van Loben Sels,13.59,"6-1, 6-0"
,2016-09-03,Nicholas Chen,11.0,Emon Van Loben Sels,13.59,"6-1, 6-4"
,2016-09-03,Emon Van Loben Sels,13.59,Anish Anumandla,9.0,"6-1, 2-6, 1-0(5)"
,2016-08-26,Alexander Hoogmartens,13.0,Timo Legout,14.29,"7-5, 6-3"
,2016-08-26,Nathan Fernandes,0.0,Giacomo Revelli,12.0,"6-3, 6-2"
,2016-08-26,Giacomo Revelli,12.0,Oliver Dowling,8.0,"6-1, 6-1"
,2016-08-25,Alexander Hoogmartens,13.0,Ellis Short,12.0,"6-2, 6-1"
,2016-08-24,Alexander Hoogmartens,13.0,Tobias Berning,10.0,"6-2, 6-0"
,2016-08-23,Alexander Hoogmartens,13.0,Janley Montero Montero,0.0,"6-2, 6-2"
,2016-08-21,Andrei Crabel,11.56,Ryan Posey,0.0,"6-0, 6-2"
,2016-08-21,Caleb Settles,11.0,Andrei Crabel,11.56,"6-2, 7-5"
,2016-08-21,Alexander Hoogmartens,13.0,Emilien BARADEL,9.0,"6-3, 6-3"
,2016-08-20,Jake Blumwald,9.0,Emon Van Loben Sels,13.59,"6-4, 6-4"
,2016-08-20,Emon Van Loben Sels,13.59,Aadarsh Tripathi,12.94,"6-1, 6-1"
,2016-08-20,Emon Van Loben Sels,13.59,DJ Sobrepena,0.0,"6-2, 6-7, 1-0(8)"
,2016-08-20,Emon Van Loben Sels,13.59,Aadarsh Tripathi,12.94,"6-1, 6-1"
,2016-08-19,William Macgreevy,7.0,Giacomo Revelli,12.0,"4-0, 4-1"
,2016-08-19,Liam Liles,10.0,Alexander Hoogmartens,13.0,"7-5, 4-6, 6-4"
,2016-08-19,Giacomo Revelli,12.0,Nick White,6.0,"4-0, 4-0"
,2016-08-19,David McGonigle,7.0,Giacomo Revelli,12.0,"4-3(3), 4-2"
,2016-08-19,Giacomo Revelli,12.0,Jake Wyatt,7.0,"4-0, 4-1"
,2016-08-18,Alexander Hoogmartens,13.0,Pierre Yves Bailly,13.88,"6-7(7), 6-2, 6-2"
,2016-08-17,Alexander Hoogmartens,13.0,Jonathan BARON,11.0,"6-1, 6-3"
,2016-08-17,Harold HUENS,13.13,Giacomo Revelli,12.0,"6-2, 6-4"
,2016-08-16,Alexander Hoogmartens,13.0,Frank Jonker,11.0,"6-4, 6-4"
,2016-08-16,Giacomo Revelli,12.0,Stijn Wijers,0.0,"6-1, 6-1"
,2016-08-15,Alexander Hoogmartens,13.0,Wissam Abderrahman,12.0,"6-0, 6-1"
,2016-08-14,Giacomo Revelli,12.0,Gauthier MARTIN,11.0,"6-2, 6-0"
,2016-08-14,Andrei Crabel,11.56,Ian kim,0.0,"6-3, 6-1"
,2016-08-14,Andrei Crabel,11.56,Eric Lee,2.0,"6-3, 6-2"
,2016-08-14,Darren Lee,0.0,Andrei Crabel,11.56,"6-1, 6-4"
,2016-08-13,Aadarsh Tripathi,12.94,Tejas Wall,0.0,"6-0, 6-4"
,2016-08-13,Noah HERNANDEZ,12.0,Aadarsh Tripathi,12.94,"6-3, 1-6, 6-3"
,2016-08-13,John Lasanajak,10.0,Aadarsh Tripathi,12.94,"7-6, 3-6, 1-0(8)"
,2016-08-13,Aadarsh Tripathi,12.94,Noah Roslin,0.0,"7-6, 6-4"
,2016-08-13,Aadarsh Tripathi,12.94,Christian GONZALEZ,11.0,"6-3, 6-2"
,2016-08-13,Kaylan Bigun,13.17,Donovan Spigner,0.0,"6-1, 1-6, 1-0(8)"
,2016-08-13,Kaylan Bigun,13.17,Vasyl Yazadzhiev,8.0,"6-4, 2-6, 1-0"
,2016-08-13,Kaylan Bigun,13.17,Nicolas Trullenque,0.0,"6-2, 6-0"
,2016-08-13,Ethan Quinn,14.88,Kaylan Bigun,13.17,"6-4, 6-1"
,2016-08-13,Mujtaba Ali-Khan,11.0,Kaylan Bigun,13.17,"6-4, 6-1"
,2016-08-13,Matthew Holiday,0.0,Andrei Crabel,11.56,"7-5, 6-3"
,2016-08-05,Jan Ortonowski,0.0,Giacomo Revelli,12.0,"6-2, 6-4"
,2016-08-05,Spencer Johnson,13.47,Zane Heaton,0.0,"6-0, 6-0"
,2016-08-05,Spencer Johnson,13.47,Dylan Applegate,11.0,"6-2, 6-1"
,2016-08-05,Spencer Johnson,13.47,Michael Cherchio,0.0,"6-0, 6-0"
,2016-08-05,Spencer Johnson,13.47,Parker Hopkin,0.0,"6-2, 6-0"
,2016-08-05,Spencer Johnson,13.47,Hardy Owen,11.0,"6-3, 6-2"
,2016-08-04,Aadarsh Tripathi,12.94,Meecah Bigun,12.15,"6-0, 6-2"
,2016-08-04,Thomas FAUREL,13.5,Kaylan Bigun,13.17,"6-4, 6-2"
,2016-08-04,Aadarsh Tripathi,12.94,Thomas FAUREL,13.5,"7-6, 7-5"
,2016-08-04,Aadarsh Tripathi,12.94,Maxwell Exsted,12.88,"6-3, 6-2"
,2016-08-04,Andrew Salu,0.0,Aadarsh Tripathi,12.94,"7-5, 3-6, 1-0(8)"
,2016-08-04,Aadarsh Tripathi,12.94,Tali Jarmond,8.0,"6-2, 5-7, 1-0(2)"
,2016-08-04,Kaylan Bigun,13.17,Tali Jarmond,8.0,"6-4, 6-2"
,2016-08-04,ADAM SUN,10.0,Kaylan Bigun,13.17,"6-3, 6-4"
,2016-08-04,Kaylan Bigun,13.17,Akhil Sodadasi,7.0,"6-4, 6-1"
,2016-08-01,Mario Pena,0.0,Giacomo Revelli,12.0,"6-4, 6-0"
,2016-07-31,Karlis Ozolins,13.44,Alexander Hoogmartens,13.0,"6-4, None-6, 6-4"
,2016-07-31,Giacomo Revelli,12.0,Rory Patrick Hogan,0.0,"6-1, 6-4"
,2016-07-27,Adam Szello,0.0,Giacomo Revelli,12.0,"6-4, 6-2"
,2016-07-25,Emon Van Loben Sels,13.59,Matteo Antonescu,11.0,"6-1, 6-0"
,2016-07-25,Aadarsh Tripathi,12.94,Farzan Amiri,9.59,"4-6, 6-4, 7-6"
,2016-07-25,Emon Van Loben Sels,13.59,Saahith Jayaraman,12.0,"6-2, 6-2"
,2016-07-25,Emon Van Loben Sels,13.59,Anish Anumandla,9.0,"6-2, 7-5"
,2016-07-25,Emon Van Loben Sels,13.59,Darian Quinonez,9.0,"6-2, 6-3"
,2016-07-25,Giacomo Revelli,12.0,Svyatoslav Gulin,13.94,"6-1, 6-3"
,2016-07-25,Max Fardanesh,12.0,Aadarsh Tripathi,12.94,"6-4, 6-2"
,2016-07-25,Emon Van Loben Sels,13.59,Mason Nguyen,10.0,"6-0, 6-3"
,2016-07-24,Giacomo Revelli,12.0,Lorenzo D'Annibale,0.0,"6-3, 6-1"
,2016-07-22,Tejas Wall,0.0,Kaylan Bigun,13.17,"6-0, 6-3"
,2016-07-22,Kaylan Bigun,13.17,James Rico,0.0,"6-4, 4-6, 1-0(7)"
,2016-07-22,Kaylan Bigun,13.17,Solomon Giles,7.0,"7-6, 6-7, 7-6"
,2016-07-22,Kaylan Bigun,13.17,Tali Jarmond,8.0,"6-1, 6-2"
,2016-07-22,Kaylan Bigun,13.17,Eric Li,12.0,"7-5, 6-4"
,2016-07-22,Jack Anthrop,13.66,Kaylan Bigun,13.17,"6-1, 6-0"
,2016-07-22,Kaylan Bigun,13.17,Alexander Adamec,10.0,"7-6, 6-3"
,2016-07-22,Giacomo Revelli,12.0,Cameron Whiting,0.0,"3-6, 6-2, 1-0(5)"
,2016-07-22,Christian Doel,10.0,Giacomo Revelli,12.0,"4-1, 4-2"
,2016-07-22,Jan Ortonowski,0.0,Giacomo Revelli,12.0,"6-3, 6-4"
,2016-07-22,Giacomo Revelli,12.0,Esah Hayat,9.0,"4-2, 4-1"
,2016-07-22,Giacomo Revelli,12.0,Dylan Allenby-Ryan,6.0,"4-1, 4-0"
,2016-07-22,Giacomo Revelli,12.0,Stanislas Ntchouissi,9.0,"4-3(0), 4-1"
,2016-07-22,Giacomo Revelli,12.0,Samuel Reeve,12.0,"6-4, 6-3"
,2016-07-22,Ali Habib,12.75,Giacomo Revelli,12.0,"6-1, 2-6(10)"
,2016-07-16,Henry Chiocchi,0.0,Andrei Crabel,11.56,"6-1, 6-0"
